n_agents,ba_degree,er_prob,p_rewiring,uncertainty,n_experiments,rewiring_type,mean_degree,density,avg_clustering,avg_short_path_lenght,degree_variance,network_type,true_consensus,convergence_step,agent_type
48,9,0.17529810758637188,0.7361134713537778,0.0007194978666065289,99,randomize,8.0,0.1702127659574468,0.15996179746179748,2.022163120567376,68.125,ws,0.4375,62,beta
186,9,0.09086548907343223,0.7227751068245912,0.0005015089159969803,24,randomize,8.0,0.043243243243243246,0.049760991696475514,2.7367044463818657,67.59139784946237,ws,0.543010752688172,98,beta
33,2,0.15757599213523102,0.8456625256716586,0.00025172667310049485,49,randomize,2.0,0.0625,0.0,0.0,4.7272727272727275,ws,0.030303030303030304,31,beta
139,4,0.13938152841937707,0.7367617242899636,0.0006461360791078061,30,randomize,4.0,0.028985507246376812,0.035571542765787376,3.743509540193932,17.9568345323741,ws,0.45323741007194246,109,beta
156,2,0.14242734074756908,0.894705944135233,0.0005615240059380707,47,randomize,2.0,0.012903225806451613,0.013888888888888888,0.0,4.948717948717949,ws,0.27564102564102566,88,beta
148,5,0.08765623429041255,0.41669260275769604,0.0009793654477310062,81,randomize,4.0,0.027210884353741496,0.13886743886743888,4.043666115094687,17.39189189189189,ws,0.4864864864864865,112,beta
186,8,0.24188795976170357,0.6578559953786343,0.00031864326247936893,35,randomize,8.0,0.043243243243243246,0.05762952698436571,2.7332752106945657,68.04301075268818,ws,0.3817204301075269,99,beta
109,7,0.09254327717796346,0.716619372336252,0.0008620503352581633,57,randomize,6.0,0.05555555555555555,0.049110369752571575,2.7743798844716276,38.77064220183486,ws,0.3853211009174312,80,beta
78,3,0.23063276825187115,0.35178316310392976,0.0005501100490268363,78,randomize,2.0,0.025974025974025976,0.0,9.845820845820846,4.743589743589744,ws,0.05128205128205128,27,beta
37,4,0.1410557611130603,0.2917829438540802,0.0006573373081411785,68,randomize,4.0,0.1111111111111111,0.20566280566280565,2.7732732732732734,16.81081081081081,ws,0.4594594594594595,67,beta
17,10,0.038214870455901134,0.027873836143148867,0.0008675711806532876,62,randomize,10.0,0.625,0.6537730243612596,1.375,100.11764705882354,ws,0.058823529411764705,13,beta
159,4,0.160558361629631,0.8272608483060272,0.0008219984585946101,90,randomize,4.0,0.02531645569620253,0.017729859239293204,3.805986784491681,18.27672955974843,ws,0.41509433962264153,83,beta
97,6,0.11068657281700228,0.827918297781287,0.0009662992880814791,36,randomize,6.0,0.0625,0.033423334969726735,2.7106958762886597,38.65979381443299,ws,0.6185567010309279,57,beta
39,5,0.23272032683871327,0.7636795589005787,0.0008897372531156937,30,randomize,4.0,0.10526315789473684,0.041941391941391945,2.699055330634278,18.05128205128205,ws,0.0,28,beta
54,4,0.21951619762955268,0.7457820138058837,0.0002015073969236354,70,randomize,4.0,0.07547169811320754,0.0782774838330394,2.904961565338924,18.40740740740741,ws,0.3888888888888889,43,beta
159,4,0.2460088020273814,0.21002208264638744,0.00032550693817556256,85,randomize,4.0,0.02531645569620253,0.2731656184486373,4.837433325372184,16.553459119496857,ws,0.31446540880503143,57,beta
11,6,0.013219624089655047,0.06809042767450435,0.0008879095059125379,43,randomize,6.0,0.6,0.58008658008658,1.4,36.36363636363637,ws,0.0,7,beta
